geo_level,province,district,caste,sex,rowtotal,a_readwrite,b_readonly,c_noreadwrite,d_notstd,literacy_rate,literacy_rate_male,literacy_rate_female,literacy_rate_gap_pts
district,Lumbini,Rupandehi,Kahar,Female,8392,4971,37,3372,12,59.2349857,80.65497076,59.2349857,21.42
district,Lumbini,Rupandehi,Kahar,Male,8550,6896,21,1627,6,80.65497076,80.65497076,59.2349857,21.42
district,Lumbini,Rupandehi,Kahar,Total,16942,11867,58,4999,18,70.04485893,80.65497076,59.2349857,21.42
district,Lumbini,Rupandehi,Kalar,Female,11,10,0,1,0,90.90909091,95.23809524,90.90909091,4.33
district,Lumbini,Rupandehi,Kalar,Male,21,20,0,1,0,95.23809524,95.23809524,90.90909091,4.33
district,Lumbini,Rupandehi,Kalar,Total,32,30,0,2,0,93.75,95.23809524,90.90909091,4.33
district,Lumbini,Rupandehi,Kalwar,Female,2789,1999,7,779,4,71.67443528,88.97478992,71.67443528,17.3
district,Lumbini,Rupandehi,Kalwar,Male,2975,2647,7,317,4,88.97478992,88.97478992,71.67443528,17.3
district,Lumbini,Rupandehi,Kalwar,Total,5764,4646,14,1096,8,80.6037474,88.97478992,71.67443528,17.3
district,Lumbini,Rupandehi,Kamar,Female,14,12,0,2,0,85.71428571,70,85.71428571,-15.71
district,Lumbini,Rupandehi,Kamar,Male,10,7,0,3,0,70,70,85.71428571,-15.71
district,Lumbini,Rupandehi,Kamar,Total,24,19,0,5,0,79.16666667,70,85.71428571,-15.71
district,Lumbini,Rupandehi,Kanu,Female,1743,1389,5,348,1,79.69018933,91.83342347,79.69018933,12.14
district,Lumbini,Rupandehi,Kanu,Male,1849,1698,7,142,2,91.83342347,91.83342347,79.69018933,12.14
district,Lumbini,Rupandehi,Kanu,Total,3592,3087,12,490,3,85.94097996,91.83342347,79.69018933,12.14
district,Lumbini,Rupandehi,Kathabaniyan,Female,1511,1154,4,352,1,76.37326274,91.92799071,76.37326274,15.55
district,Lumbini,Rupandehi,Kathabaniyan,Male,1722,1583,1,135,3,91.92799071,91.92799071,76.37326274,15.55
district,Lumbini,Rupandehi,Kathabaniyan,Total,3233,2737,5,487,4,84.65821219,91.92799071,76.37326274,15.55
district,Lumbini,Rupandehi,Kayastha,Female,551,501,0,50,0,90.92558984,98.81355932,90.92558984,7.89
district,Lumbini,Rupandehi,Kayastha,Male,590,583,0,7,0,98.81355932,98.81355932,90.92558984,7.89
district,Lumbini,Rupandehi,Kayastha,Total,1141,1084,0,57,0,95.00438212,98.81355932,90.92558984,7.89
district,Lumbini,Rupandehi,Kewat,Female,13311,7924,38,5338,11,59.52971227,79.02627282,59.52971227,19.5
district,Lumbini,Rupandehi,Kewat,Male,13474,10648,42,2774,10,79.02627282,79.02627282,59.52971227,19.5
district,Lumbini,Rupandehi,Kewat,Total,26785,18572,80,8112,21,69.33731566,79.02627282,59.52971227,19.5
district,Lumbini,Rupandehi,Khatik,Female,105,59,0,46,0,56.19047619,64.94845361,56.19047619,8.76
district,Lumbini,Rupandehi,Khatik,Male,97,63,0,34,0,64.94845361,64.94845361,56.19047619,8.76
district,Lumbini,Rupandehi,Khatik,Total,202,122,0,80,0,60.3960396,64.94845361,56.19047619,8.76
district,Lumbini,Rupandehi,Khatwe,Female,15,9,0,6,0,60,76.47058824,60,16.47
district,Lumbini,Rupandehi,Khatwe,Male,17,13,0,4,0,76.47058824,76.47058824,60,16.47
district,Lumbini,Rupandehi,Khatwe,Total,32,22,0,10,0,68.75,76.47058824,60,16.47
district,Lumbini,Rupandehi,Khawas,Female,254,178,0,76,0,70.07874016,85.18518519,70.07874016,15.11
district,Lumbini,Rupandehi,Khawas,Male,216,184,0,32,0,85.18518519,85.18518519,70.07874016,15.11
district,Lumbini,Rupandehi,Khawas,Total,470,362,0,108,0,77.0212766,85.18518519,70.07874016,15.11
district,Lumbini,Rupandehi,Kisan,Female,5,4,0,1,0,80,100,80,20
district,Lumbini,Rupandehi,Kisan,Male,7,7,0,0,0,100,100,80,20
district,Lumbini,Rupandehi,Kisan,Total,12,11,0,1,0,91.66666667,100,80,20
district,Lumbini,Rupandehi,Koiri/Kushwaha,Female,5621,3414,14,2188,5,60.73652375,84.00135295,60.73652375,23.26
district,Lumbini,Rupandehi,Koiri/Kushwaha,Male,5913,4967,14,920,12,84.00135295,84.00135295,60.73652375,23.26
district,Lumbini,Rupandehi,Koiri/Kushwaha,Total,11534,8381,28,3108,17,72.66342986,84.00135295,60.73652375,23.26
district,Lumbini,Rupandehi,Kori,Female,73,45,0,28,0,61.64383562,82.43243243,61.64383562,20.79
district,Lumbini,Rupandehi,Kori,Male,74,61,0,13,0,82.43243243,82.43243243,61.64383562,20.79
district,Lumbini,Rupandehi,Kori,Total,147,106,0,41,0,72.10884354,82.43243243,61.64383562,20.79
district,Lumbini,Rupandehi,Kshetri,Female,43297,37404,169,5706,18,86.38935723,95.65608765,86.38935723,9.27
district,Lumbini,Rupandehi,Kshetri,Male,38882,37193,59,1609,21,95.65608765,95.65608765,86.38935723,9.27
district,Lumbini,Rupandehi,Kshetri,Total,82179,74597,228,7315,39,90.77379866,95.65608765,86.38935723,9.27
district,Lumbini,Rupandehi,Kumal,Female,2642,1847,14,781,0,69.90915973,84.32432432,69.90915973,14.42
district,Lumbini,Rupandehi,Kumal,Male,2590,2184,9,397,0,84.32432432,84.32432432,69.90915973,14.42
district,Lumbini,Rupandehi,Kumal,Total,5232,4031,23,1178,0,77.04510703,84.32432432,69.90915973,14.42
district,Lumbini,Rupandehi,Kumhar,Female,3117,1860,11,1237,9,59.67276227,83.13713013,59.67276227,23.46
district,Lumbini,Rupandehi,Kumhar,Male,3143,2613,10,517,3,83.13713013,83.13713013,59.67276227,23.46
district,Lumbini,Rupandehi,Kumhar,Total,6260,4473,21,1754,12,71.45367412,83.13713013,59.67276227,23.46
district,Lumbini,Rupandehi,Kurmi,Female,9953,6000,25,3920,8,60.28333166,84.49898147,60.28333166,24.22
district,Lumbini,Rupandehi,Kurmi,Male,10309,8711,26,1565,7,84.49898147,84.49898147,60.28333166,24.22
district,Lumbini,Rupandehi,Kurmi,Total,20262,14711,51,5485,15,72.60388905,84.49898147,60.28333166,24.22
district,Lumbini,Rupandehi,Lodh,Female,13795,7388,65,6322,20,53.5556361,75.93628928,53.5556361,22.38
district,Lumbini,Rupandehi,Lodh,Male,13938,10584,61,3272,21,75.93628928,75.93628928,53.5556361,22.38
district,Lumbini,Rupandehi,Lodh,Total,27733,17972,126,9594,41,64.80366351,75.93628928,53.5556361,22.38
district,Lumbini,Rupandehi,Lohar,Female,2540,1599,6,935,0,62.95275591,83.92586989,62.95275591,20.97
district,Lumbini,Rupandehi,Lohar,Male,2644,2219,5,419,1,83.92586989,83.92586989,62.95275591,20.97
district,Lumbini,Rupandehi,Lohar,Total,5184,3818,11,1354,1,73.64969136,83.92586989,62.95275591,20.97
district,Lumbini,Rupandehi,Loharung,Female,10,8,0,2,0,80,100,80,20
district,Lumbini,Rupandehi,Loharung,Male,6,6,0,0,0,100,100,80,20
district,Lumbini,Rupandehi,Loharung,Total,16,14,0,2,0,87.5,100,80,20
district,Lumbini,Rupandehi,Magar,Female,62342,52449,284,9584,25,84.13108338,94.04800925,84.13108338,9.92
district,Lumbini,Rupandehi,Magar,Male,51865,48778,111,2946,30,94.04800925,94.04800925,84.13108338,9.92
district,Lumbini,Rupandehi,Magar,Total,114207,101227,395,12530,55,88.63467213,94.04800925,84.13108338,9.92
district,Lumbini,Rupandehi,Majhi,Female,314,191,1,122,0,60.82802548,76.75840979,60.82802548,15.93
district,Lumbini,Rupandehi,Majhi,Male,327,251,3,73,0,76.75840979,76.75840979,60.82802548,15.93
district,Lumbini,Rupandehi,Majhi,Total,641,442,4,195,0,68.95475819,76.75840979,60.82802548,15.93
district,Lumbini,Rupandehi,Mali,Female,465,287,0,178,0,61.72043011,82.38095238,61.72043011,20.66
district,Lumbini,Rupandehi,Mali,Male,420,346,1,73,0,82.38095238,82.38095238,61.72043011,20.66
district,Lumbini,Rupandehi,Mali,Total,885,633,1,251,0,71.52542373,82.38095238,61.72043011,20.66
district,Lumbini,Rupandehi,Mallaha,Female,11423,6724,54,4639,6,58.86369605,80.20395921,58.86369605,21.34
district,Lumbini,Rupandehi,Mallaha,Male,11669,9359,54,2250,6,80.20395921,80.20395921,58.86369605,21.34
district,Lumbini,Rupandehi,Mallaha,Total,23092,16083,108,6889,12,69.64749697,80.20395921,58.86369605,21.34
district,Lumbini,Rupandehi,Marwadi,Female,309,300,1,8,0,97.08737864,98.80952381,97.08737864,1.72
district,Lumbini,Rupandehi,Marwadi,Male,336,332,1,3,0,98.80952381,98.80952381,97.08737864,1.72
district,Lumbini,Rupandehi,Marwadi,Total,645,632,2,11,0,97.98449612,98.80952381,97.08737864,1.72
district,Lumbini,Rupandehi,Meche,Female,12,8,0,4,0,66.66666667,83.33333333,66.66666667,16.67
district,Lumbini,Rupandehi,Meche,Male,6,5,0,1,0,83.33333333,83.33333333,66.66666667,16.67
district,Lumbini,Rupandehi,Meche,Total,18,13,0,5,0,72.22222222,83.33333333,66.66666667,16.67
district,Lumbini,Rupandehi,Mijar,Female,4239,3371,26,842,0,79.52347252,90.36144578,79.52347252,10.84
district,Lumbini,Rupandehi,Mijar,Male,3569,3225,9,332,3,90.36144578,90.36144578,79.52347252,10.84
district,Lumbini,Rupandehi,Mijar,Total,7808,6596,35,1174,3,84.47745902,90.36144578,79.52347252,10.84
district,Lumbini,Rupandehi,Musahar,Female,800,440,2,356,2,55,65.07352941,55,10.07
district,Lumbini,Rupandehi,Musahar,Male,816,531,1,279,5,65.07352941,65.07352941,55,10.07
district,Lumbini,Rupandehi,Musahar,Total,1616,971,3,635,7,60.08663366,65.07352941,55,10.07
district,Lumbini,Rupandehi,Musalman,Female,38951,26111,184,12612,44,67.03550615,82.13826022,67.03550615,15.1
district,Lumbini,Rupandehi,Musalman,Male,37292,30631,174,6438,49,82.13826022,82.13826022,67.03550615,15.1
district,Lumbini,Rupandehi,Musalman,Total,76243,56742,358,19050,93,74.42256994,82.13826022,67.03550615,15.1
district,Lumbini,Rupandehi,Natuwa,Female,86,26,0,60,0,30.23255814,56.17977528,30.23255814,25.95
district,Lumbini,Rupandehi,Natuwa,Male,89,50,0,39,0,56.17977528,56.17977528,30.23255814,25.95
district,Lumbini,Rupandehi,Natuwa,Total,175,76,0,99,0,43.42857143,56.17977528,30.23255814,25.95
district,Lumbini,Rupandehi,Newa (Newar),Female,10580,9562,31,986,1,90.37807183,96.84338325,90.37807183,6.47
district,Lumbini,Rupandehi,Newa (Newar),Male,9884,9572,12,300,0,96.84338325,96.84338325,90.37807183,6.47
district,Lumbini,Rupandehi,Newa (Newar),Total,20464,19134,43,1286,1,93.50078186,96.84338325,90.37807183,6.47
district,Lumbini,Rupandehi,Nuniya,Female,1998,1116,8,871,3,55.85585586,75.3063148,55.85585586,19.45
district,Lumbini,Rupandehi,Nuniya,Male,2122,1598,9,509,6,75.3063148,75.3063148,55.85585586,19.45
district,Lumbini,Rupandehi,Nuniya,Total,4120,2714,17,1380,9,65.87378641,75.3063148,55.85585586,19.45
district,Lumbini,Rupandehi,Oraon/Kudukh,Female,300,187,0,113,0,62.33333333,79.31034483,62.33333333,16.98
district,Lumbini,Rupandehi,Oraon/Kudukh,Male,319,253,0,66,0,79.31034483,79.31034483,62.33333333,16.98
district,Lumbini,Rupandehi,Oraon/Kudukh,Total,619,440,0,179,0,71.08239095,79.31034483,62.33333333,16.98
district,Lumbini,Rupandehi,"Others, Foreigners & Not Stated",Female,3001,1749,7,1243,2,58.28057314,82.86300667,58.28057314,24.58
district,Lumbini,Rupandehi,"Others, Foreigners & Not Stated",Male,3898,3230,11,656,1,82.86300667,82.86300667,58.28057314,24.58
district,Lumbini,Rupandehi,"Others, Foreigners & Not Stated",Total,6899,4979,18,1899,3,72.16987969,82.86300667,58.28057314,24.58
